player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
James Harden,HOU,29.0,195.58,99.79024,49,0,2009,1,3,78,36.1,6.6,7.5,6.3,0.023,0.157,0.396,0.616,0.3939999999999999,2018
Kobe Bryant,LAL,27.0,198.12,99.79024,0,0,1996,1,13,80,35.4,5.3,4.5,4.7,0.026,0.127,0.384,0.5589999999999999,0.228,2005
James Harden,HOU,30.0,195.58,99.79024,49,0,2009,1,3,68,34.3,6.6,7.5,5.8,0.026,0.139,0.356,0.626,0.366,2019
Joel Embiid,PHI,29.0,213.36,127.00576,35,53,2014,1,3,66,33.1,10.2,4.2,8.8,0.057,0.243,0.37,0.655,0.233,2022
Allen Iverson,PHI,31.0,182.88,74.84268,6,0,1996,1,1,72,33.0,3.2,7.4,0.8,0.016,0.071,0.354,0.5429999999999999,0.331,2005
Luka Doncic,DAL,24.0,200.66,104.32616,0,24,2018,1,3,66,32.4,8.6,8.0,2.1,0.024,0.2239999999999999,0.368,0.609,0.408,2022
Damian Lillard,POR,32.0,187.96,88.45044,118,0,2012,1,6,58,32.2,4.8,7.3,2.1,0.022,0.1119999999999999,0.331,0.645,0.3379999999999999,2022
Tracy McGrady,ORL,24.0,203.2,95.25432,0,0,1997,1,9,75,32.1,6.5,5.5,3.5,0.046,0.147,0.35,0.564,0.282,2002
Stephen Curry,GSW,33.0,190.5,83.91452,174,0,2009,1,7,63,32.0,5.5,5.8,4.6,0.013,0.135,0.331,0.655,0.283,2020
Kevin Durant,OKC,25.0,205.74,108.86208,97,0,2007,1,2,81,32.0,7.4,5.5,8.0,0.022,0.184,0.327,0.635,0.259,2013
Kobe Bryant,LAL,28.0,198.12,99.79024,0,0,1996,1,13,77,31.6,5.7,5.4,0.6,0.0279999999999999,0.132,0.3329999999999999,0.58,0.249,2006
Russell Westbrook,OKC,28.0,190.5,90.7184,3,0,2008,1,4,81,31.6,10.7,10.4,3.3,0.053,0.2789999999999999,0.408,0.5539999999999999,0.5429999999999999,2016
Allen Iverson,PHI,27.0,182.88,74.84268,6,0,1996,1,1,60,31.4,4.5,5.5,5.1,0.019,0.093,0.371,0.489,0.266,2001
Shai Gilgeous-Alexander,OKC,24.0,198.12,88.45044,43,5,2018,1,11,68,31.4,4.8,5.5,2.7,0.023,0.109,0.318,0.626,0.249,2022
LeBron James,CLE,21.0,203.2,108.86208,0,0,2003,1,1,79,31.4,7.0,6.6,4.2,0.026,0.171,0.336,0.568,0.315,2005
Bradley Beal,WAS,28.0,190.5,93.893544,2,0,2012,1,3,60,31.3,4.7,4.4,-0.4,0.033,0.094,0.331,0.593,0.2019999999999999,2020
Giannis Antetokounmpo,MIL,28.0,213.36,110.222856,0,6,2013,1,15,63,31.1,11.8,5.7,7.2,0.065,0.268,0.373,0.605,0.314,2022
Allen Iverson,PHI,26.0,182.88,74.84268,6,0,1996,1,1,71,31.1,3.8,4.6,5.7,0.019,0.081,0.354,0.518,0.226,2000
Allen Iverson,PHI,30.0,182.88,74.84268,6,0,1996,1,1,75,30.7,4.0,7.9,0.3,0.018,0.089,0.347,0.532,0.361,2004
Joel Embiid,PHI,28.0,213.36,127.00576,35,53,2014,1,3,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,2021
Bradley Beal,WAS,27.0,190.5,93.893544,2,0,2012,1,3,57,30.5,4.2,6.1,-4.5,0.024,0.095,0.3379999999999999,0.579,0.285,2019
James Harden,HOU,28.0,195.58,99.79024,49,0,2009,1,3,72,30.4,5.4,8.8,10.0,0.017,0.1369999999999999,0.353,0.619,0.449,2017
LeBron James,LAL,37.0,205.74,113.398,0,0,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021
Dwyane Wade,MIA,27.0,193.04,97.975872,27,0,2003,1,5,79,30.2,5.0,7.5,3.6,0.035,0.121,0.356,0.574,0.377,2008
Stephen Curry,GSW,28.0,190.5,86.18248,174,0,2009,1,7,79,30.1,5.4,6.7,18.3,0.0289999999999999,0.131,0.32,0.669,0.315,2015
Jayson Tatum,BOS,25.0,203.2,95.25432,32,0,2017,1,3,74,30.1,8.8,4.6,8.5,0.0289999999999999,0.2,0.319,0.607,0.205,2022
Kevin Durant,OKC,21.0,205.74,104.32616,97,0,2007,1,2,82,30.1,7.6,2.8,7.0,0.038,0.177,0.317,0.607,0.13,2009
Kobe Bryant,LAL,24.0,200.66,97.52228,0,0,1996,1,13,82,30.0,6.9,5.9,3.7,0.035,0.152,0.3289999999999999,0.55,0.268,2002
Damian Lillard,POR,29.0,187.96,88.45044,118,0,2012,1,6,66,30.0,4.3,8.0,1.4,0.013,0.092,0.294,0.627,0.335,2019
LeBron James,CLE,23.0,203.2,113.398,0,0,2003,1,1,75,30.0,7.9,7.2,2.4,0.049,0.178,0.3329999999999999,0.568,0.352,2007
Kevin Durant,BKN,33.0,208.28,108.86208,286,0,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.2739999999999999,2021
Giannis Antetokounmpo,MIL,27.0,210.82,109.769264,0,6,2013,1,15,67,29.9,11.6,5.8,8.0,0.06,0.267,0.34,0.633,0.304,2021
Jerry Stackhouse,DET,26.0,198.12,98.883056,4,0,1995,1,3,80,29.8,3.9,5.1,-1.2,0.032,0.073,0.348,0.521,0.258,2000
LeBron James,CLE,25.0,203.2,113.398,0,0,2003,1,1,76,29.7,7.3,8.6,10.8,0.03,0.185,0.3329999999999999,0.604,0.3979999999999999,2009
Trae Young,ATL,21.0,185.42,81.64656,69,0,2018,1,5,60,29.6,4.3,9.3,-4.9,0.0139999999999999,0.1,0.3389999999999999,0.595,0.423,2019
Giannis Antetokounmpo,MIL,25.0,210.82,109.769264,0,6,2013,1,15,63,29.5,13.6,5.6,15.4,0.068,0.307,0.363,0.613,0.3279999999999999,2019
Stephen Curry,GSW,35.0,187.96,83.91452,174,0,2009,1,7,56,29.4,6.1,6.3,5.8,0.02,0.147,0.297,0.6559999999999999,0.2739999999999999,2022
Gilbert Arenas,WAS,24.0,193.04,95.25432,13,0,2001,2,30,80,29.3,3.5,6.1,2.1,0.019,0.078,0.301,0.581,0.261,2005
Kevin Durant,PHX,34.0,208.28,108.86208,97,0,2007,1,2,47,29.1,6.7,5.0,6.8,0.012,0.166,0.305,0.677,0.228,2022
James Harden,HOU,27.0,195.58,99.79024,49,0,2009,1,3,81,29.1,8.1,11.2,6.3,0.035,0.212,0.341,0.613,0.505,2016
James Harden,HOU,26.0,195.58,99.79024,49,0,2009,1,3,82,29.0,6.1,7.5,1.2,0.022,0.157,0.325,0.598,0.354,2015
Isaiah Thomas,BOS,28.0,175.26,83.91452,117,0,2011,2,60,76,28.9,2.7,5.9,5.0,0.019,0.07,0.337,0.625,0.305,2016
LeBron James,LAL,38.0,205.74,113.398,0,0,2003,1,1,55,28.9,8.3,6.8,4.6,0.033,0.191,0.322,0.583,0.308,2022
Carmelo Anthony,DEN,23.0,203.2,104.32616,8,0,2003,1,3,65,28.9,6.0,3.8,2.7,0.068,0.113,0.335,0.552,0.183,2006
Damian Lillard,POR,30.0,187.96,88.45044,118,0,2012,1,6,67,28.8,4.2,7.5,4.0,0.012,0.104,0.306,0.623,0.3339999999999999,2020
Luka Doncic,DAL,21.0,200.66,104.32616,0,24,2018,1,3,61,28.8,9.4,8.8,5.3,0.036,0.2239999999999999,0.355,0.585,0.4539999999999999,2019
Carmelo Anthony,NYK,29.0,203.2,104.32616,8,0,2003,1,3,67,28.7,6.9,2.6,6.2,0.061,0.158,0.353,0.56,0.1369999999999999,2012
Shaquille O'Neal,LAL,29.0,215.9,142.88148,46,0,1992,1,1,74,28.7,12.7,3.7,7.9,0.1159999999999999,0.247,0.318,0.574,0.177,2000
Kobe Bryant,LAL,22.0,200.66,95.25432,0,0,1996,1,13,68,28.5,5.9,5.0,6.3,0.042,0.1169999999999999,0.315,0.552,0.22,2000
Joel Embiid,PHI,27.0,213.36,127.00576,35,53,2014,1,3,51,28.5,10.6,2.8,12.0,0.078,0.254,0.352,0.636,0.156,2020
Trae Young,ATL,23.0,185.42,74.389088,69,0,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.3329999999999999,0.603,0.442,2021
Luka Doncic,DAL,23.0,200.66,104.32616,0,24,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.5710000000000001,0.4579999999999999,2021
Gilbert Arenas,WAS,25.0,193.04,97.52228,13,0,2001,2,30,74,28.4,4.6,6.0,1.6,0.023,0.109,0.307,0.565,0.257,2006
LeBron James,CLE,24.0,203.2,113.398,0,0,2003,1,1,81,28.4,7.6,7.2,14.7,0.042,0.1889999999999999,0.3339999999999999,0.591,0.365,2008
Donovan Mitchell,CLE,26.0,185.42,97.52228,41,0,2017,1,13,68,28.3,4.3,4.4,5.9,0.027,0.0969999999999999,0.31,0.614,0.205,2022
Kobe Bryant,LAL,29.0,198.12,92.98636,0,0,1996,1,13,82,28.3,6.3,5.4,8.5,0.034,0.141,0.312,0.5760000000000001,0.236,2007
Carmelo Anthony,DEN,26.0,203.2,104.32616,8,0,2003,1,3,69,28.2,6.6,3.2,5.4,0.065,0.131,0.332,0.5479999999999999,0.159,2009
Kevin Durant,OKC,27.0,205.74,108.86208,97,0,2007,1,2,72,28.2,8.2,5.0,11.2,0.021,0.209,0.305,0.634,0.23,2015
Russell Westbrook,OKC,26.0,190.5,90.7184,3,0,2008,1,4,67,28.1,7.3,8.6,4.1,0.059,0.1669999999999999,0.372,0.536,0.43,2014
Anthony Davis,NOP,25.0,208.28,114.758776,43,0,2012,1,1,75,28.1,11.1,2.3,5.0,0.07,0.213,0.291,0.612,0.104,2017
Kevin Durant,OKC,24.0,205.74,106.59412,97,0,2007,1,2,81,28.1,7.9,4.6,12.7,0.018,0.201,0.298,0.647,0.213,2012
Giannis Antetokounmpo,MIL,26.0,210.82,109.769264,0,6,2013,1,15,61,28.1,11.0,5.9,9.8,0.048,0.264,0.32,0.633,0.282,2020
Paul George,OKC,29.0,205.74,99.79024,98,0,2010,1,10,77,28.0,8.2,4.1,8.2,0.033,0.173,0.285,0.583,0.173,2018
Tracy McGrady,ORL,25.0,203.2,95.25432,0,0,1997,1,9,67,28.0,6.0,5.5,-7.1,0.039,0.131,0.33,0.526,0.272,2003
Kevin Durant,OKC,23.0,205.74,106.59412,97,0,2007,1,2,66,28.0,8.0,3.5,7.7,0.019,0.2,0.308,0.61,0.17,2011
Anthony Davis,NOP,24.0,210.82,114.758776,43,0,2012,1,1,75,28.0,11.8,2.1,1.7,0.067,0.2689999999999999,0.326,0.58,0.11,2016
Kobe Bryant,LAL,33.0,198.12,92.98636,0,0,1996,1,13,58,27.9,5.4,4.6,3.1,0.035,0.1169999999999999,0.354,0.527,0.237,2011
DeMar DeRozan,CHI,32.0,198.12,99.79024,146,0,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021
Devin Booker,PHX,26.0,195.58,93.439952,43,0,2015,1,13,53,27.8,4.5,5.5,6.2,0.025,0.105,0.311,0.601,0.251,2022
Luka Doncic,DAL,22.0,200.66,104.32616,0,24,2018,1,3,66,27.7,8.0,8.6,3.9,0.024,0.2019999999999999,0.35,0.5870000000000001,0.425,2020
Giannis Antetokounmpo,MIL,24.0,210.82,109.769264,0,6,2013,1,15,72,27.7,12.5,5.9,12.5,0.066,0.273,0.314,0.644,0.294,2018
Kevin Durant,OKC,22.0,205.74,104.32616,97,0,2007,1,2,78,27.7,6.8,2.7,4.7,0.023,0.174,0.302,0.589,0.127,2010
Allen Iverson,PHI,28.0,182.88,74.84268,6,0,1996,1,1,82,27.6,4.2,5.5,1.8,0.022,0.095,0.327,0.5,0.248,2002
Vince Carter,TOR,24.0,198.12,102.0582,4,0,1998,1,5,75,27.6,5.5,3.9,5.1,0.065,0.093,0.305,0.551,0.187,2000
Kobe Bryant,LAL,26.0,198.12,99.79024,0,0,1996,1,13,66,27.6,5.9,6.0,-2.2,0.04,0.125,0.316,0.563,0.287,2004
Joel Embiid,PHI,25.0,213.36,113.398,35,53,2014,1,3,64,27.5,13.6,3.7,7.6,0.075,0.292,0.327,0.593,0.185,2018
LeBron James,CLE,33.0,203.2,113.398,0,0,2003,1,1,82,27.5,8.6,9.1,1.6,0.033,0.201,0.31,0.621,0.432,2017
Shaquille O'Neal,LAL,31.0,215.9,151.95332,46,0,1992,1,1,67,27.5,11.1,3.1,6.9,0.12,0.214,0.303,0.602,0.15,2002
LeBron James,LAL,34.0,203.2,113.398,0,0,2003,1,1,55,27.4,8.5,8.3,2.0,0.0289999999999999,0.193,0.311,0.588,0.376,2018
Kyrie Irving,BKN,30.0,187.96,88.45044,32,47,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.5920000000000001,0.235,2021
Ja Morant,MEM,22.0,190.5,78.92500799999999,148,0,2019,1,2,57,27.4,5.7,6.7,4.1,0.037,0.124,0.33,0.575,0.33,2021
Zach LaVine,CHI,26.0,195.58,90.7184,3,0,2014,1,13,58,27.4,5.0,4.9,-0.8,0.018,0.121,0.302,0.634,0.225,2020
James Harden,HOU,25.0,195.58,102.0582,49,0,2009,1,3,81,27.4,5.7,7.0,5.8,0.0279999999999999,0.144,0.313,0.605,0.34,2014
Carmelo Anthony,NYK,30.0,203.2,106.59412,8,0,2003,1,3,77,27.4,8.1,3.1,0.9,0.055,0.192,0.3229999999999999,0.561,0.156,2013
Kyrie Irving,BKN,28.0,187.96,88.45044,32,47,2011,1,1,20,27.4,5.2,6.4,-0.4,0.032,0.12,0.318,0.595,0.331,2019
Dwyane Wade,MIA,25.0,193.04,96.161504,27,0,2003,1,5,51,27.4,4.7,7.5,4.3,0.033,0.109,0.3389999999999999,0.583,0.3779999999999999,2006
Kobe Bryant,LAL,34.0,198.12,92.98636,0,0,1996,1,13,78,27.3,5.6,6.0,2.7,0.025,0.131,0.317,0.57,0.286,2012
Stephen Curry,GSW,31.0,190.5,86.18248,174,0,2009,1,7,69,27.3,5.3,5.2,13.7,0.02,0.122,0.292,0.6409999999999999,0.225,2018
LeBron James,CLE,22.0,203.2,108.86208,0,0,2003,1,1,78,27.3,6.7,6.0,5.4,0.0289999999999999,0.166,0.309,0.552,0.281,2006
DeMar DeRozan,TOR,27.0,200.66,99.79024,146,0,2009,1,9,74,27.3,5.2,3.9,3.3,0.03,0.134,0.342,0.552,0.204,2016
Russell Westbrook,HOU,31.0,190.5,90.7184,3,0,2008,1,4,57,27.2,7.9,7.0,3.1,0.044,0.157,0.33,0.536,0.34,2019
Dwyane Wade,MIA,24.0,193.04,96.161504,27,0,2003,1,5,75,27.2,5.7,6.7,8.8,0.046,0.126,0.321,0.5770000000000001,0.312,2005
Shaquille O'Neal,LAL,30.0,215.9,142.88148,46,0,1992,1,1,67,27.2,10.7,3.0,11.5,0.11,0.211,0.318,0.59,0.157,2001
LeBron James,CLE,20.0,203.2,108.86208,0,0,2003,1,1,80,27.2,7.4,7.2,1.9,0.038,0.17,0.297,0.5539999999999999,0.324,2004
Kawhi Leonard,LAC,29.0,200.66,102.0582,197,0,2011,1,15,57,27.1,7.1,4.9,12.2,0.0279999999999999,0.175,0.327,0.589,0.255,2019
LeBron James,MIA,27.0,203.2,113.398,0,0,2003,1,1,62,27.1,7.9,6.2,10.7,0.05,0.196,0.317,0.605,0.318,2011
Nikola Jokic,DEN,27.0,210.82,128.820128,0,31,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.6609999999999999,0.3879999999999999,2021
Chris Webber,SAC,28.0,208.28,111.13004,18,0,1993,1,1,70,27.1,11.1,4.2,6.3,0.069,0.22,0.313,0.516,0.2019999999999999,2000
LeBron James,MIA,29.0,203.2,113.398,0,0,2003,1,1,77,27.1,6.9,6.3,7.9,0.037,0.188,0.309,0.649,0.311,2013
Kyrie Irving,DAL,31.0,187.96,88.45044,32,47,2011,1,1,60,27.1,5.1,5.5,4.7,0.0289999999999999,0.107,0.286,0.613,0.233,2022
Kobe Bryant,LAL,31.0,198.12,92.98636,0,0,1996,1,13,73,27.0,5.4,5.0,8.5,0.032,0.122,0.3229999999999999,0.545,0.23,2009
Damian Lillard,POR,26.0,190.5,88.45044,118,0,2012,1,6,75,27.0,4.9,5.9,1.2,0.018,0.134,0.309,0.586,0.2769999999999999,2016
Zion Williamson,NOP,20.0,200.66,128.820128,32,0,2019,1,1,61,27.0,7.2,3.7,2.1,0.081,0.131,0.287,0.649,0.188,2020
DeMarcus Cousins,NOP,26.0,210.82,122.46984,43,0,2010,1,5,72,27.0,11.0,4.6,-2.2,0.072,0.305,0.364,0.562,0.262,2016
Kyrie Irving,BKN,29.0,187.96,88.45044,32,47,2011,1,1,54,26.9,4.8,6.0,5.6,0.0289999999999999,0.1009999999999999,0.297,0.614,0.2689999999999999,2020
Damian Lillard,POR,27.0,190.5,88.45044,118,0,2012,1,6,73,26.9,4.5,6.6,6.1,0.022,0.094,0.295,0.594,0.301,2017
Jayson Tatum,BOS,24.0,203.2,95.25432,32,0,2017,1,3,76,26.9,8.0,4.4,12.1,0.032,0.18,0.313,0.578,0.204,2021
Giannis Antetokounmpo,MIL,23.0,210.82,100.697424,0,6,2013,1,15,75,26.9,10.0,4.8,2.8,0.06,0.218,0.307,0.598,0.237,2017
DeMarcus Cousins,SAC,25.0,210.82,122.46984,43,0,2010,1,5,65,26.9,11.5,3.3,0.0,0.078,0.2739999999999999,0.352,0.5379999999999999,0.1669999999999999,2015
Kevin Durant,BKN,32.0,208.28,108.86208,286,0,2007,1,2,35,26.9,7.1,5.6,10.7,0.012,0.18,0.303,0.6659999999999999,0.252,2020
Tracy McGrady,ORL,22.0,203.2,95.25432,0,0,1997,1,9,77,26.8,7.5,4.6,4.5,0.067,0.142,0.311,0.521,0.218,2000
Kobe Bryant,LAL,30.0,198.12,92.98636,0,0,1996,1,13,82,26.8,5.2,4.9,10.8,0.035,0.127,0.322,0.561,0.2319999999999999,2008
Paul Pierce,BOS,28.0,198.12,104.32616,35,0,1998,1,10,79,26.8,6.7,4.7,-0.9,0.031,0.174,0.311,0.5820000000000001,0.2239999999999999,2005
Devin Booker,PHX,25.0,195.58,93.439952,43,0,2015,1,13,68,26.8,5.0,4.8,9.5,0.02,0.1169999999999999,0.313,0.5760000000000001,0.212,2021
LeBron James,MIA,28.0,203.2,113.398,0,0,2003,1,1,76,26.8,8.0,7.3,14.1,0.044,0.208,0.298,0.64,0.344,2012
LeBron James,MIA,26.0,203.2,113.398,0,0,2003,1,1,79,26.7,7.5,7.0,10.5,0.033,0.184,0.312,0.594,0.3429999999999999,2010
Michael Redd,MIL,27.0,198.12,97.52228,15,0,2000,2,43,53,26.7,3.7,2.3,-1.5,0.025,0.092,0.293,0.586,0.104,2006
Dirk Nowitzki,DAL,28.0,213.36,111.13004,0,13,1998,1,9,81,26.6,9.0,2.8,8.6,0.046,0.2339999999999999,0.301,0.589,0.142,2005
Kawhi Leonard,TOR,28.0,200.66,104.32616,197,0,2011,1,15,60,26.6,7.3,3.3,7.9,0.039,0.165,0.3,0.606,0.159,2018
Jaylen Brown,BOS,26.0,198.12,101.151016,7,0,2016,1,3,67,26.6,6.9,3.5,5.4,0.032,0.152,0.307,0.581,0.163,2022
Dwyane Wade,MIA,28.0,193.04,99.79024,27,0,2003,1,5,77,26.6,4.8,6.5,7.4,0.046,0.111,0.342,0.562,0.3339999999999999,2009
Devin Booker,PHX,23.0,195.58,93.439952,43,0,2015,1,13,70,26.6,4.2,6.5,2.7,0.012,0.106,0.294,0.618,0.288,2019
Devin Booker,PHX,22.0,198.12,95.25432,43,0,2015,1,13,64,26.6,4.1,6.8,-6.9,0.017,0.099,0.32,0.584,0.327,2018
Karl-Anthony Towns,MIN,24.0,210.82,112.490816,43,0,2015,1,1,35,26.5,10.8,4.4,-1.5,0.075,0.24,0.278,0.642,0.21,2019
Carmelo Anthony,DEN,22.0,203.2,104.32616,8,0,2003,1,3,80,26.5,4.9,2.7,1.1,0.05,0.107,0.319,0.563,0.141,2005
Nikola Jokic,DEN,26.0,210.82,128.820128,0,31,2014,2,41,72,26.4,10.8,8.3,7.7,0.087,0.237,0.293,0.647,0.377,2020
Ray Allen,SEA,31.0,195.58,92.98636,45,0,1996,1,5,55,26.4,4.5,4.1,-1.9,0.03,0.103,0.293,0.564,0.183,2006
Allen Iverson,PHI,29.0,182.88,74.84268,6,0,1996,1,1,48,26.4,3.7,6.8,-2.1,0.019,0.079,0.3429999999999999,0.478,0.325,2003
Stephen Curry,GSW,30.0,190.5,86.18248,174,0,2009,1,7,51,26.4,5.1,6.1,13.0,0.024,0.124,0.29,0.675,0.272,2017
Donovan Mitchell,UTA,24.0,185.42,97.52228,41,0,2017,1,13,53,26.4,4.4,5.2,7.9,0.0279999999999999,0.095,0.327,0.569,0.266,2020
Kevin Durant,GSW,29.0,205.74,108.86208,97,0,2007,1,2,68,26.4,6.8,5.4,7.0,0.015,0.1689999999999999,0.293,0.64,0.243,2017
Jayson Tatum,BOS,23.0,203.2,95.25432,32,0,2017,1,3,64,26.4,7.4,4.3,3.0,0.021,0.188,0.298,0.5760000000000001,0.196,2020
Allen Iverson,DEN,33.0,182.88,81.64656,6,0,1996,1,1,82,26.4,3.0,7.1,5.8,0.015,0.061,0.266,0.5670000000000001,0.271,2007
LeBron James,CLE,32.0,203.2,113.398,0,0,2003,1,1,74,26.4,8.6,8.7,7.7,0.04,0.209,0.297,0.619,0.3879999999999999,2016
Allen Iverson,DEN,32.0,182.88,74.84268,6,0,1996,1,1,65,26.3,3.0,7.2,0.6,0.009,0.069,0.291,0.54,0.302,2006
Trae Young,ATL,24.0,185.42,74.389088,69,0,2018,1,5,73,26.2,3.0,10.2,1.3,0.021,0.062,0.313,0.573,0.414,2022
Ja Morant,MEM,23.0,187.96,78.92500799999999,148,0,2019,1,2,61,26.2,5.9,8.1,7.3,0.0289999999999999,0.139,0.3379999999999999,0.557,0.412,2022
Dirk Nowitzki,DAL,27.0,213.36,111.13004,0,13,1998,1,9,78,26.1,9.7,3.1,9.7,0.037,0.236,0.286,0.578,0.138,2004
Paul Pierce,BOS,24.0,198.12,104.32616,35,0,1998,1,10,82,26.1,6.9,3.2,5.3,0.026,0.166,0.293,0.57,0.153,2001
Kevin Love,MIN,25.0,208.28,110.222856,3,0,2008,1,5,77,26.1,12.5,4.4,4.4,0.086,0.298,0.284,0.591,0.205,2013
Anthony Davis,LAL,27.0,208.28,114.758776,43,0,2012,1,1,62,26.1,9.3,3.2,5.0,0.065,0.1969999999999999,0.284,0.61,0.153,2019
Kevin Durant,GSW,30.0,205.74,108.86208,97,0,2007,1,2,78,26.0,6.4,5.9,11.4,0.013,0.153,0.283,0.631,0.251,2018
Zion Williamson,NOP,22.0,198.12,128.820128,32,0,2019,1,1,29,26.0,7.0,4.6,7.8,0.06,0.148,0.288,0.652,0.231,2022
Kevin Love,MIN,23.0,208.28,117.93392,3,0,2008,1,5,55,26.0,13.3,2.0,0.3,0.1159999999999999,0.2689999999999999,0.285,0.568,0.098,2011
Amar'e Stoudemire,PHX,22.0,208.28,111.13004,0,0,2002,1,9,80,26.0,8.9,1.6,10.8,0.088,0.177,0.286,0.617,0.075,2004
Anthony Davis,LAL,30.0,208.28,114.758776,43,0,2012,1,1,56,25.9,12.5,2.6,4.8,0.102,0.248,0.2769999999999999,0.627,0.128,2022
Dirk Nowitzki,DAL,31.0,213.36,111.13004,0,13,1998,1,9,81,25.9,8.4,2.4,4.1,0.033,0.2239999999999999,0.302,0.564,0.1169999999999999,2008
Donovan Mitchell,UTA,25.0,185.42,97.52228,41,0,2017,1,13,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.5720000000000001,0.267,2021
Anthony Davis,NOP,26.0,208.28,114.758776,43,0,2012,1,1,56,25.9,12.0,3.9,3.4,0.089,0.249,0.288,0.597,0.186,2018
James Harden,HOU,23.0,195.58,99.79024,49,0,2009,1,3,78,25.9,4.9,5.8,2.7,0.024,0.119,0.289,0.6,0.257,2012
Paul Pierce,BOS,25.0,198.12,104.32616,35,0,1998,1,10,79,25.9,7.3,4.4,2.7,0.038,0.179,0.3289999999999999,0.532,0.236,2002
Damian Lillard,POR,28.0,190.5,88.45044,118,0,2012,1,6,80,25.8,4.6,6.9,8.2,0.023,0.1,0.281,0.588,0.299,2018
Danny Granger,IND,26.0,203.2,103.418976,75,0,2005,1,17,67,25.8,5.1,2.7,1.2,0.022,0.133,0.294,0.584,0.127,2008
Tracy McGrady,HOU,26.0,203.2,95.25432,0,0,1997,1,9,78,25.7,6.2,5.7,4.0,0.027,0.149,0.309,0.526,0.276,2004
Carmelo Anthony,DEN,24.0,203.2,104.32616,8,0,2003,1,3,77,25.7,7.4,3.4,3.5,0.071,0.151,0.301,0.568,0.156,2007
Bradley Beal,WAS,26.0,195.58,93.893544,2,0,2012,1,3,82,25.6,5.0,5.5,-1.8,0.0279999999999999,0.104,0.2769999999999999,0.581,0.233,2018
Kemba Walker,CHA,29.0,185.42,83.46092800000001,45,0,2011,1,9,82,25.6,4.4,5.9,0.4,0.017,0.106,0.308,0.5579999999999999,0.287,2018
Tracy McGrady,ORL,23.0,203.2,95.25432,0,0,1997,1,9,76,25.6,7.8,5.3,4.6,0.057,0.171,0.311,0.532,0.25,2001
Devin Booker,PHX,24.0,195.58,93.439952,43,0,2015,1,13,67,25.6,4.2,4.3,7.2,0.016,0.108,0.319,0.5870000000000001,0.2,2020
Carmelo Anthony,NYK,27.0,203.2,104.32616,8,0,2003,1,3,77,25.6,7.3,2.9,3.2,0.05,0.184,0.321,0.557,0.149,2010
Lauri Markkanen,UTA,26.0,213.36,108.86208,13,7,2017,1,7,66,25.6,8.6,1.9,3.8,0.055,0.183,0.259,0.6409999999999999,0.086,2022
Dwyane Wade,MIA,29.0,193.04,99.79024,27,0,2003,1,5,76,25.5,6.4,4.6,10.6,0.055,0.143,0.313,0.581,0.223,2010
Gilbert Arenas,WAS,23.0,190.5,86.636072,13,0,2001,2,30,80,25.5,4.7,5.1,1.5,0.027,0.104,0.271,0.565,0.2239999999999999,2004
Kawhi Leonard,SAS,26.0,200.66,104.32616,197,0,2011,1,15,74,25.5,5.8,3.5,8.6,0.038,0.16,0.312,0.61,0.182,2016
Monta Ellis,GSW,24.0,190.5,81.64656,0,0,2005,2,40,64,25.5,4.0,5.3,-7.2,0.02,0.093,0.294,0.517,0.216,2009
Tim Duncan,SAS,26.0,213.36,117.93392,62,18,1997,1,1,82,25.5,12.7,3.7,8.7,0.0969999999999999,0.257,0.291,0.5760000000000001,0.182,2001
Zach LaVine,CHI,25.0,198.12,90.7184,3,0,2014,1,13,60,25.5,4.8,4.2,-4.4,0.019,0.125,0.312,0.568,0.218,2019
Stephen Curry,GSW,34.0,187.96,83.91452,174,0,2009,1,7,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286,2021
Michael Redd,MIL,26.0,198.12,97.52228,15,0,2000,2,43,80,25.4,4.3,2.9,0.3,0.0289999999999999,0.1009999999999999,0.281,0.574,0.133,2005
James Harden,HOU,24.0,195.58,99.79024,49,0,2009,1,3,73,25.4,4.7,6.1,7.6,0.026,0.107,0.276,0.618,0.266,2013
Kevin Durant,OKC,26.0,205.74,108.86208,97,0,2007,1,2,27,25.4,6.6,4.1,7.2,0.02,0.181,0.285,0.633,0.213,2014
Russell Westbrook,OKC,29.0,190.5,90.7184,3,0,2008,1,4,80,25.4,10.1,10.3,6.6,0.048,0.226,0.326,0.524,0.4639999999999999,2017
