Team,win_percentage,season,Player 1 age,Player 1 player_height,Player 1 player_weight,Player 1 college,Player 1 country,Player 1 draft_year,Player 1 draft_round,Player 1 draft_number,Player 1 gp,Player 1 pts,Player 1 reb,Player 1 ast,Player 1 net_rating,Player 1 oreb_pct,Player 1 dreb_pct,Player 1 usg_pct,Player 1 ts_pct,Player 1 ast_pct,Player 2 age,Player 2 player_height,Player 2 player_weight,Player 2 college,Player 2 country,Player 2 draft_year,Player 2 draft_round,Player 2 draft_number,Player 2 gp,Player 2 pts,Player 2 reb,Player 2 ast,Player 2 net_rating,Player 2 oreb_pct,Player 2 dreb_pct,Player 2 usg_pct,Player 2 ts_pct,Player 2 ast_pct,Player 3 age,Player 3 player_height,Player 3 player_weight,Player 3 college,Player 3 country,Player 3 draft_year,Player 3 draft_round,Player 3 draft_number,Player 3 gp,Player 3 pts,Player 3 reb,Player 3 ast,Player 3 net_rating,Player 3 oreb_pct,Player 3 dreb_pct,Player 3 usg_pct,Player 3 ts_pct,Player 3 ast_pct,Player 4 age,Player 4 player_height,Player 4 player_weight,Player 4 college,Player 4 country,Player 4 draft_year,Player 4 draft_round,Player 4 draft_number,Player 4 gp,Player 4 pts,Player 4 reb,Player 4 ast,Player 4 net_rating,Player 4 oreb_pct,Player 4 dreb_pct,Player 4 usg_pct,Player 4 ts_pct,Player 4 ast_pct,Player 5 age,Player 5 player_height,Player 5 player_weight,Player 5 college,Player 5 country,Player 5 draft_year,Player 5 draft_round,Player 5 draft_number,Player 5 gp,Player 5 pts,Player 5 reb,Player 5 ast,Player 5 net_rating,Player 5 oreb_pct,Player 5 dreb_pct,Player 5 usg_pct,Player 5 ts_pct,Player 5 ast_pct
PHX,0.78,2021,25.0,195.58,93.439952,43,0,2015,1,13,68,26.8,5.0,4.8,9.5,0.02,0.1169999999999999,0.313,0.5760000000000001,0.212,23.0,210.82,113.398,13,66,2018,1,1,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.6559999999999999,0.071,37.0,182.88,79.3786,62,0,2005,1,4,65,14.7,4.4,10.8,10.0,0.011,0.113,0.1969999999999999,0.581,0.434,25.0,198.12,94.800728,104,0,2018,1,10,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,26.0,203.2,95.25432,4,0,2019,1,11,66,12.5,4.1,1.5,6.2,0.023,0.123,0.1669999999999999,0.625,0.079
MEM,0.683,2021,22.0,190.5,78.92500799999999,148,0,2019,1,2,57,27.4,5.7,6.7,4.1,0.037,0.124,0.33,0.575,0.33,26.0,200.66,102.0582,139,5,2017,2,45,32,18.4,3.2,2.8,11.0,0.03,0.08,0.283,0.515,0.147,24.0,195.58,97.52228,293,0,2020,1,30,76,18.2,4.4,2.7,6.9,0.018,0.118,0.226,0.5920000000000001,0.136,22.0,210.82,109.769264,11,0,2018,1,4,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.0579999999999999,24.0,187.96,90.7184,146,0,2018,2,46,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157
GSW,0.646,2021,34.0,187.96,83.91452,174,0,2009,1,7,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.286,32.0,198.12,99.79024,161,0,2011,1,11,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153,23.0,193.04,87.996848,18,0,2019,1,28,76,18.5,3.4,4.0,6.6,0.015,0.094,0.252,0.598,0.207,27.0,200.66,89.357624,35,5,2014,1,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.2239999999999999,0.56,0.109,19.0,200.66,102.0582,0,76,2021,1,7,70,9.3,3.3,0.9,1.9,0.047,0.139,0.2269999999999999,0.6,0.087
MIA,0.646,2021,32.0,200.66,104.32616,27,0,2011,1,30,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.5920000000000001,0.264,22.0,195.58,88.45044,43,0,2019,1,13,66,20.7,5.0,4.0,5.3,0.015,0.133,0.278,0.561,0.205,24.0,205.74,115.66596,43,0,2017,1,14,56,19.1,10.1,3.4,8.1,0.08,0.2339999999999999,0.248,0.608,0.172,36.0,182.88,88.904032,104,0,2006,1,24,63,13.4,4.5,7.5,5.9,0.016,0.1159999999999999,0.178,0.6,0.321,30.0,193.04,96.615096,95,0,2013,1,2,8,12.4,2.9,3.5,-1.4,0.017,0.11,0.247,0.608,0.2769999999999999
DAL,0.634,2021,23.0,200.66,104.32616,0,24,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.5710000000000001,0.4579999999999999,25.0,185.42,86.18248,104,0,2018,2,33,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237,30.0,195.58,92.98636,18,0,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,29.0,198.12,97.52228,101,0,2014,2,38,67,13.7,4.2,5.2,-1.0,0.022,0.111,0.208,0.5429999999999999,0.27,29.0,200.66,99.79024,2,0,0,8,0,80,11.0,4.7,1.9,4.4,0.047,0.095,0.138,0.604,0.08
BOS,0.622,2021,24.0,203.2,95.25432,32,0,2017,1,3,76,26.9,8.0,4.4,12.1,0.032,0.18,0.313,0.578,0.204,25.0,198.12,101.151016,7,0,2016,1,3,66,23.6,6.1,3.5,9.8,0.024,0.145,0.298,0.574,0.173,27.0,193.04,86.18248,101,0,2017,1,29,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.5489999999999999,0.231,28.0,193.04,99.79024,21,0,2014,1,6,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,36.0,205.74,108.86208,2,8,2007,1,3,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159
MIL,0.622,2021,27.0,210.82,109.769264,0,6,2013,1,15,67,29.9,11.6,5.8,8.0,0.06,0.267,0.34,0.633,0.304,30.0,200.66,100.697424,200,0,2012,2,39,66,20.1,5.4,5.4,5.4,0.019,0.136,0.255,0.5770000000000001,0.246,32.0,190.5,92.98636,3,0,2009,1,17,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297,27.0,208.28,113.398,128,0,2015,1,22,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.5710000000000001,0.061,34.0,213.36,127.912944,59,0,2008,1,10,13,12.4,4.1,0.5,-1.4,0.0579999999999999,0.108,0.211,0.57,0.03
PHI,0.622,2021,28.0,213.36,127.00576,35,53,2014,1,3,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,32.0,195.58,99.79024,49,0,2009,1,3,65,22.0,7.7,10.3,3.5,0.024,0.176,0.266,0.583,0.401,21.0,187.96,90.7184,43,0,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.1989999999999999,0.594,0.191,29.0,200.66,102.511792,105,0,2011,1,19,73,17.2,6.8,3.5,3.2,0.032,0.1639999999999999,0.214,0.5660000000000001,0.158,29.0,200.66,104.32616,40,0,2016,2,50,76,9.2,2.7,1.3,1.9,0.0139999999999999,0.0969999999999999,0.16,0.594,0.09
UTA,0.598,2021,25.0,185.42,97.52228,41,0,2017,1,13,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.5720000000000001,0.267,33.0,200.66,102.511792,0,10,2011,2,31,69,18.1,4.3,1.7,4.8,0.027,0.106,0.2319999999999999,0.599,0.086,30.0,193.04,87.996848,76,0,2014,2,46,79,16.0,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.144,30.0,215.9,117.026736,0,1,2013,1,27,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052,34.0,185.42,79.3786,15,0,2007,1,4,72,13.7,3.0,5.3,7.7,0.023,0.079,0.2019999999999999,0.5720000000000001,0.281
DEN,0.585,2021,27.0,210.82,128.820128,0,31,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.6609999999999999,0.3879999999999999,26.0,203.2,106.59412,13,0,2014,1,4,75,15.0,5.9,2.5,6.2,0.057,0.129,0.1939999999999999,0.602,0.109,31.0,195.58,82.10015200000001,84,0,2012,2,40,71,14.7,4.8,3.9,2.0,0.02,0.128,0.205,0.5479999999999999,0.171,27.0,187.96,83.007336,40,0,2017,2,51,75,12.6,3.0,4.4,6.0,0.013,0.087,0.173,0.583,0.201,35.0,203.2,106.59412,6,0,2007,1,5,75,10.3,3.1,1.3,1.8,0.024,0.1,0.16,0.627,0.071
TOR,0.585,2021,28.0,203.2,104.32616,147,53,2016,1,27,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.2239999999999999,28.0,185.42,89.357624,244,0,0,8,0,65,20.3,4.4,6.7,3.7,0.016,0.1,0.233,0.552,0.266,23.0,195.58,94.800728,32,0,2018,2,37,70,18.3,2.7,2.0,3.3,0.01,0.07,0.212,0.546,0.085,24.0,200.66,105.233344,95,42,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.1159999999999999,0.204,0.5489999999999999,0.108,20.0,200.66,102.0582,36,0,2021,1,4,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15
CHI,0.561,2021,32.0,198.12,99.79024,146,0,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,27.0,195.58,90.7184,3,0,2014,1,13,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207,31.0,208.28,117.93392,146,41,2011,1,16,73,17.6,11.0,3.2,-1.6,0.06,0.2739999999999999,0.244,0.5329999999999999,0.153,24.0,198.12,86.18248,3,0,2017,1,2,35,13.0,5.4,5.1,3.1,0.0289999999999999,0.125,0.17,0.575,0.203,22.0,193.04,88.45044,4,0,2019,1,7,61,12.7,3.0,2.9,-1.2,0.011,0.099,0.195,0.564,0.147
MIN,0.561,2021,26.0,210.82,112.490816,43,0,2015,1,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,20.0,193.04,102.0582,19,0,2020,1,1,72,21.3,4.8,3.8,4.0,0.023,0.113,0.262,0.56,0.173,26.0,193.04,87.543256,15,0,2015,1,2,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32,25.0,193.04,84.821704,36,0,2016,1,19,79,12.1,2.9,1.5,2.0,0.012,0.1,0.1889999999999999,0.544,0.085,33.0,185.42,81.64656,128,0,2009,2,42,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249
BKN,0.537,2021,33.0,208.28,108.86208,286,0,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.2739999999999999,30.0,187.96,88.45044,32,47,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.5920000000000001,0.235,31.0,187.96,83.91452,32,0,0,8,0,64,15.0,3.1,3.6,4.5,0.01,0.0819999999999999,0.182,0.615,0.162,36.0,210.82,113.398,286,0,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.2189999999999999,0.604,0.062,33.0,182.88,81.64656,302,47,2009,2,55,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106
CLE,0.537,2021,22.0,185.42,87.089664,123,0,2019,1,5,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.5760000000000001,0.3779999999999999,27.0,198.12,92.98636,18,0,2016,1,20,58,17.0,3.7,4.3,-1.8,0.024,0.0969999999999999,0.252,0.525,0.2189999999999999,24.0,208.28,110.222856,286,0,2017,1,22,56,16.1,10.8,1.6,3.3,0.109,0.213,0.177,0.698,0.079,23.0,185.42,86.18248,10,0,2018,1,8,11,16.0,3.3,2.1,-5.8,0.0409999999999999,0.066,0.264,0.523,0.125,21.0,210.82,97.52228,146,0,2021,1,3,69,15.0,8.3,2.5,1.7,0.063,0.174,0.201,0.5489999999999999,0.1169999999999999
ATL,0.524,2021,23.0,185.42,74.389088,69,0,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.3329999999999999,0.603,0.442,24.0,205.74,102.511792,62,0,2017,1,19,54,16.2,7.8,1.8,0.8,0.0559999999999999,0.19,0.2019999999999999,0.61,0.088,29.0,198.12,102.0582,0,31,2014,1,27,63,15.1,4.0,3.1,4.5,0.016,0.1159999999999999,0.212,0.562,0.152,24.0,203.2,100.243832,22,0,2019,1,4,53,13.4,3.3,1.3,0.7,0.016,0.093,0.1939999999999999,0.547,0.06,23.0,200.66,89.811216,26,0,2018,1,19,74,12.1,3.4,2.7,3.8,0.0139999999999999,0.098,0.1689999999999999,0.57,0.125
CHA,0.524,2021,24.0,200.66,102.0582,11,0,2018,1,12,80,20.2,7.0,3.8,2.1,0.03,0.158,0.2239999999999999,0.593,0.153,20.0,200.66,81.64656,0,0,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.5539999999999999,0.341,28.0,185.42,86.18248,41,0,2015,1,16,73,19.3,4.3,4.5,1.4,0.021,0.1009999999999999,0.2269999999999999,0.5660000000000001,0.1969999999999999,32.0,200.66,102.0582,225,0,2010,1,9,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.2019999999999999,0.57,0.16,26.0,198.12,92.079176,35,0,2015,1,15,76,15.0,4.0,1.1,-0.2,0.036,0.106,0.223,0.56,0.063
LAC,0.512,2021,32.0,203.2,99.79024,98,0,2010,1,10,31,24.3,6.9,5.7,4.2,0.011,0.171,0.3289999999999999,0.5379999999999999,0.286,29.0,190.5,97.52228,3,0,2015,2,46,45,19.0,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,32.0,187.96,94.347136,50,0,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,32.0,203.2,98.883056,35,0,2011,1,14,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.5489999999999999,0.114,26.0,195.58,93.439952,32,0,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111
NYK,0.451,2021,27.0,203.2,113.398,43,0,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.2789999999999999,0.509,0.251,22.0,198.12,97.068688,32,5,2019,1,3,70,20.0,5.8,3.0,-3.3,0.025,0.136,0.268,0.511,0.146,29.0,198.12,92.98636,0,1,2012,1,20,80,14.1,2.6,2.1,-2.7,0.013,0.073,0.201,0.5539999999999999,0.114,33.0,187.96,90.7184,84,0,2008,1,1,26,12.0,3.0,4.0,5.8,0.032,0.08,0.217,0.541,0.266,30.0,198.12,97.068688,101,0,2011,1,12,81,11.7,4.9,3.0,2.3,0.019,0.148,0.171,0.5589999999999999,0.158
NOP,0.439,2021,24.0,203.2,86.18248,32,0,2016,1,2,55,22.7,5.8,5.6,3.3,0.019,0.152,0.291,0.5539999999999999,0.268,30.0,190.5,86.18248,246,0,2013,1,10,62,22.1,4.3,5.1,-1.9,0.024,0.1009999999999999,0.2689999999999999,0.5529999999999999,0.238,30.0,210.82,120.20188,0,12,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.1369999999999999,27.0,185.42,88.45044,35,0,2018,2,34,76,11.9,2.3,4.2,0.3,0.017,0.064,0.191,0.514,0.21,23.0,200.66,93.439952,10,0,2021,2,35,78,9.5,3.8,2.1,2.0,0.0409999999999999,0.086,0.136,0.573,0.0969999999999999
WAS,0.427,2021,29.0,193.04,93.893544,2,0,2012,1,3,40,23.2,4.7,6.6,-3.5,0.026,0.099,0.297,0.539,0.309,26.0,220.98,108.86208,0,44,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.5770000000000001,0.133,26.0,205.74,100.243832,42,0,2017,1,27,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.1639999999999999,29.0,195.58,92.532768,19,0,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,24.0,203.2,104.32616,14,72,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08
SAS,0.415,2021,25.0,193.04,81.64656,117,0,2016,1,29,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.5329999999999999,0.3879999999999999,22.0,198.12,99.79024,43,0,2019,1,29,75,17.0,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,26.0,215.9,111.13004,42,68,2016,1,9,68,13.5,9.3,2.8,3.4,0.125,0.184,0.182,0.613,0.131,21.0,195.58,90.7184,36,0,2020,1,11,71,12.3,4.3,1.9,1.0,0.021,0.128,0.184,0.54,0.096,23.0,193.04,92.532768,269,0,2018,1,18,70,12.1,2.6,2.2,-3.0,0.01,0.095,0.2319999999999999,0.512,0.1369999999999999
LAL,0.402,2021,37.0,205.74,113.398,0,0,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,29.0,208.28,114.758776,43,0,2012,1,1,40,23.2,9.9,3.1,-3.0,0.072,0.196,0.263,0.578,0.147,33.0,190.5,90.7184,3,0,2008,1,4,78,18.5,7.4,7.1,-4.0,0.039,0.165,0.264,0.512,0.311,24.0,190.5,90.7184,43,0,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,38.0,200.66,107.954896,8,0,2003,1,3,69,13.3,4.2,1.0,-2.9,0.034,0.1159999999999999,0.195,0.579,0.0559999999999999
SAC,0.366,2021,24.0,190.5,83.91452,43,0,2017,1,5,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.5489999999999999,0.254,26.0,210.82,108.86208,14,12,2016,1,11,62,18.9,12.1,5.2,-0.6,0.092,0.264,0.221,0.637,0.239,30.0,203.2,102.0582,4,0,2012,1,7,77,16.4,5.6,2.4,-6.7,0.031,0.135,0.184,0.623,0.103,23.0,182.88,91.625584,91,0,2021,1,9,75,11.5,2.2,4.2,-6.0,0.015,0.062,0.2019999999999999,0.489,0.235,26.0,205.74,106.140528,43,5,2015,1,12,75,10.5,5.1,1.2,-7.2,0.0559999999999999,0.1889999999999999,0.205,0.588,0.09
POR,0.329,2021,31.0,187.96,88.45044,118,0,2012,1,6,29,24.0,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321,23.0,190.5,82.10015200000001,0,0,2018,1,24,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.2189999999999999,27.0,210.82,131.54168,0,69,2014,1,16,56,15.0,11.1,2.8,-0.1,0.1009999999999999,0.283,0.233,0.586,0.16,27.0,195.58,97.52228,104,0,2017,1,30,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,22.0,187.96,86.18248,13,0,0,8,0,24,12.9,3.1,3.9,-20.4,0.026,0.089,0.246,0.476,0.235
IND,0.305,2021,29.0,195.58,103.872568,22,0,2016,2,36,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,29.0,193.04,99.79024,69,66,2016,1,6,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.5479999999999999,0.135,22.0,195.58,83.91452,40,0,2020,1,12,77,15.3,4.0,8.2,-6.0,0.022,0.093,0.184,0.595,0.335,31.0,187.96,86.18248,0,29,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.2339999999999999,0.488,0.348,25.0,195.58,86.18248,139,8,2021,1,13,55,13.1,4.1,2.1,-2.0,0.026,0.1169999999999999,0.207,0.537,0.11
OKC,0.293,2021,23.0,198.12,81.64656,43,5,2018,1,11,56,24.5,5.0,5.9,-6.4,0.017,0.114,0.298,0.557,0.293,23.0,190.5,97.52228,49,5,0,8,0,51,17.2,4.2,1.7,-8.1,0.02,0.0969999999999999,0.228,0.541,0.087,23.0,203.2,97.975872,62,1,0,8,0,7,14.7,12.0,2.4,-17.2,0.1119999999999999,0.228,0.184,0.536,0.113,19.0,203.2,92.98636,0,47,2021,1,6,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325,25.0,182.88,86.18248,18,0,0,8,0,4,11.0,5.3,7.5,-26.5,0.01,0.114,0.158,0.406,0.25
DET,0.28,2021,28.0,203.2,95.25432,8,0,2014,2,39,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13,20.0,198.12,99.79024,21,0,2021,1,1,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,23.0,200.66,97.52228,104,0,2020,1,19,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138,23.0,210.82,106.59412,32,0,2018,1,2,48,11.3,7.0,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,23.0,195.58,91.625584,43,0,2018,2,45,58,11.0,4.8,1.3,-7.6,0.049,0.162,0.213,0.541,0.098
ORL,0.268,2021,22.0,190.5,83.91452,4,0,2020,1,15,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281,20.0,208.28,99.79024,18,13,2021,1,8,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.5589999999999999,0.151,23.0,208.28,122.46984,32,0,2018,1,7,62,15.0,10.5,2.8,-3.7,0.074,0.26,0.206,0.601,0.15,21.0,195.58,92.98636,14,0,2021,1,5,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249,27.0,193.04,95.25432,11,0,2014,1,19,61,11.1,2.0,1.8,-5.9,0.02,0.048,0.16,0.5710000000000001,0.094
HOU,0.244,2021,26.0,205.74,97.068688,252,0,0,8,0,68,17.9,10.1,2.3,-9.1,0.051,0.265,0.233,0.595,0.124,20.0,193.04,84.368112,0,0,2021,1,2,67,17.3,3.4,2.6,-11.3,0.015,0.088,0.2339999999999999,0.547,0.132,22.0,193.04,92.079176,146,0,2019,1,30,61,15.6,4.4,6.2,-6.7,0.022,0.111,0.239,0.531,0.302,28.0,185.42,78.017824,0,13,2013,1,17,64,13.5,3.3,4.6,-1.0,0.018,0.0969999999999999,0.223,0.539,0.256,33.0,190.5,97.52228,95,0,2008,1,7,57,13.4,2.0,2.7,-5.1,0.009,0.0559999999999999,0.182,0.614,0.1369999999999999
UTA,0.722,2020,24.0,185.42,97.52228,41,0,2017,1,13,53,26.4,4.4,5.2,7.9,0.0279999999999999,0.095,0.327,0.569,0.266,29.0,193.04,87.996848,76,0,2014,2,46,68,18.4,4.0,2.5,7.8,0.025,0.1169999999999999,0.286,0.5489999999999999,0.149,32.0,200.66,102.511792,0,10,2011,2,31,72,17.0,3.9,1.9,9.5,0.018,0.099,0.225,0.588,0.091,33.0,185.42,79.3786,15,0,2007,1,4,51,16.2,3.5,6.0,16.7,0.024,0.0819999999999999,0.2239999999999999,0.589,0.303,29.0,215.9,117.026736,0,1,2013,1,27,71,14.3,13.5,1.3,15.9,0.11,0.288,0.166,0.6829999999999999,0.059
PHX,0.708,2020,24.0,195.58,93.439952,43,0,2015,1,13,67,25.6,4.2,4.3,7.2,0.016,0.108,0.319,0.5870000000000001,0.2,36.0,182.88,79.3786,62,0,2005,1,4,70,16.4,4.5,8.9,6.5,0.012,0.131,0.221,0.599,0.405,22.0,210.82,113.398,13,66,2018,1,1,69,14.4,10.5,1.4,6.3,0.1169999999999999,0.236,0.179,0.653,0.066,24.0,198.12,94.800728,104,0,2018,1,10,72,13.5,4.3,2.1,7.4,0.035,0.099,0.147,0.667,0.085,30.0,198.12,106.59412,27,0,2012,2,34,60,10.1,4.7,2.1,6.3,0.02,0.146,0.152,0.574,0.102
PHI,0.681,2020,27.0,213.36,127.00576,35,53,2014,1,3,51,28.5,10.6,2.8,12.0,0.078,0.254,0.352,0.636,0.156,28.0,203.2,102.511792,105,0,2011,1,19,62,19.5,6.8,3.5,7.2,0.032,0.17,0.237,0.597,0.175,24.0,210.82,108.86208,46,47,2016,1,1,58,14.3,7.2,6.9,8.0,0.051,0.166,0.2,0.584,0.308,24.0,195.58,92.98636,166,0,2018,2,54,63,13.0,2.3,3.1,4.3,0.022,0.076,0.239,0.5489999999999999,0.21,30.0,187.96,83.91452,32,0,0,8,0,57,12.5,2.4,2.7,8.2,0.006,0.074,0.1689999999999999,0.607,0.131
BKN,0.667,2020,29.0,187.96,88.45044,32,47,2011,1,1,54,26.9,4.8,6.0,5.6,0.0289999999999999,0.1009999999999999,0.297,0.614,0.2689999999999999,32.0,208.28,108.86208,286,0,2007,1,2,35,26.9,7.1,5.6,10.7,0.012,0.18,0.303,0.6659999999999999,0.252,31.0,195.58,99.79024,49,0,2009,1,3,44,24.6,7.9,10.8,2.9,0.023,0.191,0.283,0.618,0.442,29.0,198.12,99.79024,22,0,2014,2,33,69,14.1,3.6,1.9,6.9,0.021,0.09,0.157,0.6629999999999999,0.081,35.0,210.82,113.398,283,0,2006,1,2,26,13.5,4.5,1.9,-2.8,0.027,0.148,0.2239999999999999,0.556,0.109
DEN,0.653,2020,26.0,210.82,128.820128,0,31,2014,2,41,72,26.4,10.8,8.3,7.7,0.087,0.237,0.293,0.647,0.377,24.0,190.5,97.52228,43,5,2016,1,7,48,21.2,4.0,4.8,8.0,0.023,0.095,0.244,0.5920000000000001,0.1969999999999999,23.0,208.28,98.883056,76,0,2018,1,14,61,19.0,7.3,1.1,8.3,0.051,0.1889999999999999,0.214,0.6629999999999999,0.052,30.0,198.12,82.10015200000001,84,0,2012,2,40,56,12.7,4.0,3.2,6.0,0.024,0.109,0.187,0.5379999999999999,0.135,25.0,203.2,106.59412,13,0,2014,1,4,50,12.4,5.7,3.2,2.1,0.055,0.15,0.204,0.547,0.165
LAC,0.653,2020,30.0,200.66,102.0582,197,0,2011,1,15,52,24.8,6.5,5.2,12.2,0.034,0.161,0.282,0.622,0.238,31.0,203.2,99.79024,98,0,2010,1,10,54,23.3,6.6,5.2,11.3,0.026,0.171,0.296,0.598,0.239,31.0,203.2,98.883056,35,0,2011,1,14,57,13.4,4.1,1.0,4.2,0.025,0.133,0.1939999999999999,0.614,0.0559999999999999,31.0,208.28,106.59412,0,77,2008,1,24,41,11.1,6.7,1.8,7.4,0.08,0.217,0.2,0.585,0.11,31.0,187.96,94.347136,50,0,2011,1,24,67,10.7,2.9,3.1,7.4,0.016,0.107,0.195,0.5760000000000001,0.185
MIL,0.639,2020,26.0,210.82,109.769264,0,6,2013,1,15,61,28.1,11.0,5.9,9.8,0.048,0.264,0.32,0.633,0.282,29.0,200.66,100.697424,200,0,2012,2,39,68,20.4,6.0,5.4,6.2,0.023,0.143,0.245,0.588,0.2269999999999999,31.0,190.5,92.98636,3,0,2009,1,17,59,17.7,4.5,6.1,9.2,0.037,0.093,0.217,0.5920000000000001,0.253,26.0,195.58,95.25432,152,0,0,8,0,1,16.0,6.0,3.0,14.0,0.065,0.133,0.231,0.5589999999999999,0.13,33.0,213.36,127.912944,59,0,2008,1,10,70,12.3,5.0,0.7,6.8,0.054,0.115,0.166,0.611,0.033
DAL,0.583,2020,22.0,200.66,104.32616,0,24,2018,1,3,66,27.7,8.0,8.6,3.9,0.024,0.2019999999999999,0.35,0.5870000000000001,0.425,25.0,220.98,108.86208,0,44,2015,1,4,43,20.1,8.9,1.6,0.7,0.062,0.2189999999999999,0.259,0.5820000000000001,0.081,29.0,195.58,92.98636,18,0,2013,1,24,70,16.6,3.3,1.8,2.1,0.01,0.1009999999999999,0.23,0.589,0.098,24.0,185.42,86.18248,104,0,2018,2,33,68,12.6,3.4,3.5,4.9,0.016,0.1169999999999999,0.196,0.618,0.215,27.0,195.58,90.7184,105,0,2015,2,40,59,12.1,3.3,2.6,-0.2,0.0279999999999999,0.079,0.181,0.537,0.123
